ID,duration,wav,wav_format,wav_opts
noise-free-sound-0002_13,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0002_13.wav,wav,
noise-free-sound-0002_14,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0002_14.wav,wav,
noise-free-sound-0002_15,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0002_15.wav,wav,
noise-free-sound-0002_16,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0002_16.wav,wav,
noise-free-sound-0002_17,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0002_17.wav,wav,
noise-free-sound-0002_18,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0002_18.wav,wav,
noise-free-sound-0002_19,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0002_19.wav,wav,
noise-free-sound-0002_20,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0002_20.wav,wav,
noise-free-sound-0002_21,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0002_21.wav,wav,
noise-free-sound-0002_22,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0002_22.wav,wav,
noise-free-sound-0003_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0003_0.wav,wav,
noise-free-sound-0003_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0003_1.wav,wav,
noise-free-sound-0003_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0003_2.wav,wav,
noise-free-sound-0003_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0003_3.wav,wav,
noise-free-sound-0004,2.9865,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0004.wav,wav,
noise-free-sound-0005_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0005_0.wav,wav,
noise-free-sound-0005_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0005_1.wav,wav,
noise-free-sound-0005_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0005_2.wav,wav,
noise-free-sound-0005_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0005_3.wav,wav,
noise-free-sound-0005_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0005_4.wav,wav,
noise-free-sound-0005_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0005_5.wav,wav,
noise-free-sound-0005_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0005_6.wav,wav,
noise-free-sound-0006_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0006_0.wav,wav,
noise-free-sound-0006_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0006_1.wav,wav,
noise-free-sound-0007_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0007_0.wav,wav,
noise-free-sound-0007_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0007_1.wav,wav,
noise-free-sound-0007_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0007_2.wav,wav,
noise-free-sound-0007_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0007_3.wav,wav,
noise-free-sound-0007_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0007_4.wav,wav,
noise-free-sound-0008_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0008_0.wav,wav,
noise-free-sound-0008_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0008_1.wav,wav,
noise-free-sound-0008_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0008_2.wav,wav,
noise-free-sound-0008_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0008_3.wav,wav,
noise-free-sound-0008_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0008_4.wav,wav,
noise-free-sound-0008_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0008_5.wav,wav,
noise-free-sound-0009_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0009_0.wav,wav,
noise-free-sound-0009_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0009_1.wav,wav,
noise-free-sound-0010_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0010_0.wav,wav,
noise-free-sound-0010_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0010_1.wav,wav,
noise-free-sound-0011_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0011_0.wav,wav,
noise-free-sound-0011_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0011_1.wav,wav,
noise-free-sound-0011_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0011_2.wav,wav,
noise-free-sound-0011_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0011_3.wav,wav,
noise-free-sound-0011_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0011_4.wav,wav,
noise-free-sound-0011_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0011_5.wav,wav,
noise-free-sound-0011_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0011_6.wav,wav,
noise-free-sound-0011_7,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0011_7.wav,wav,
noise-free-sound-0011_8,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0011_8.wav,wav,
noise-free-sound-0011_9,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0011_9.wav,wav,
noise-free-sound-0011_10,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0011_10.wav,wav,
noise-free-sound-0012_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0012_0.wav,wav,
noise-free-sound-0012_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0012_1.wav,wav,
noise-free-sound-0012_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0012_2.wav,wav,
noise-free-sound-0012_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0012_3.wav,wav,
noise-free-sound-0012_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0012_4.wav,wav,
noise-free-sound-0012_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0012_5.wav,wav,
noise-free-sound-0012_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0012_6.wav,wav,
noise-free-sound-0012_7,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0012_7.wav,wav,
noise-free-sound-0012_8,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0012_8.wav,wav,
noise-free-sound-0012_9,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0012_9.wav,wav,
noise-free-sound-0013,1.5445,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0013.wav,wav,
noise-free-sound-0014_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0014_0.wav,wav,
noise-free-sound-0015_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_0.wav,wav,
noise-free-sound-0015_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_1.wav,wav,
noise-free-sound-0015_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_2.wav,wav,
noise-free-sound-0015_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_3.wav,wav,
noise-free-sound-0015_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_4.wav,wav,
noise-free-sound-0015_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_5.wav,wav,
noise-free-sound-0015_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_6.wav,wav,
noise-free-sound-0015_7,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_7.wav,wav,
noise-free-sound-0015_8,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_8.wav,wav,
noise-free-sound-0015_9,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_9.wav,wav,
noise-free-sound-0015_10,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_10.wav,wav,
noise-free-sound-0015_11,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_11.wav,wav,
noise-free-sound-0015_12,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_12.wav,wav,
noise-free-sound-0015_13,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_13.wav,wav,
noise-free-sound-0015_14,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_14.wav,wav,
noise-free-sound-0015_15,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_15.wav,wav,
noise-free-sound-0015_16,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_16.wav,wav,
noise-free-sound-0015_17,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_17.wav,wav,
noise-free-sound-0015_18,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_18.wav,wav,
noise-free-sound-0015_19,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_19.wav,wav,
noise-free-sound-0015_20,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_20.wav,wav,
noise-free-sound-0015_21,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_21.wav,wav,
noise-free-sound-0015_22,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_22.wav,wav,
noise-free-sound-0015_23,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_23.wav,wav,
noise-free-sound-0015_24,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_24.wav,wav,
noise-free-sound-0015_25,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_25.wav,wav,
noise-free-sound-0015_26,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_26.wav,wav,
noise-free-sound-0015_27,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_27.wav,wav,
noise-free-sound-0015_28,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_28.wav,wav,
noise-free-sound-0015_29,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0015_29.wav,wav,
noise-free-sound-0016_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0016_0.wav,wav,
noise-free-sound-0017_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0017_0.wav,wav,
noise-free-sound-0017_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0017_1.wav,wav,
noise-free-sound-0018_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0018_0.wav,wav,
noise-free-sound-0018_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0018_1.wav,wav,
noise-free-sound-0018_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0018_2.wav,wav,
noise-free-sound-0018_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0018_3.wav,wav,
noise-free-sound-0019_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0019_0.wav,wav,
noise-free-sound-0019_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0019_1.wav,wav,
noise-free-sound-0019_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0019_2.wav,wav,
noise-free-sound-0020_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_0.wav,wav,
noise-free-sound-0020_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_1.wav,wav,
noise-free-sound-0020_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_2.wav,wav,
noise-free-sound-0020_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_3.wav,wav,
noise-free-sound-0020_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_4.wav,wav,
noise-free-sound-0020_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_5.wav,wav,
noise-free-sound-0020_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_6.wav,wav,
noise-free-sound-0020_7,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_7.wav,wav,
noise-free-sound-0020_8,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_8.wav,wav,
noise-free-sound-0020_9,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_9.wav,wav,
noise-free-sound-0020_10,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_10.wav,wav,
noise-free-sound-0020_11,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_11.wav,wav,
noise-free-sound-0020_12,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_12.wav,wav,
noise-free-sound-0020_13,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_13.wav,wav,
noise-free-sound-0020_14,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_14.wav,wav,
noise-free-sound-0020_15,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_15.wav,wav,
noise-free-sound-0020_16,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_16.wav,wav,
noise-free-sound-0020_17,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_17.wav,wav,
noise-free-sound-0020_18,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_18.wav,wav,
noise-free-sound-0020_19,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0020_19.wav,wav,
noise-free-sound-0021_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0021_0.wav,wav,
noise-free-sound-0021_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0021_1.wav,wav,
noise-free-sound-0021_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0021_2.wav,wav,
noise-free-sound-0021_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0021_3.wav,wav,
noise-free-sound-0021_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0021_4.wav,wav,
noise-free-sound-0021_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0021_5.wav,wav,
noise-free-sound-0022_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0022_0.wav,wav,
noise-free-sound-0022_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0022_1.wav,wav,
noise-free-sound-0022_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0022_2.wav,wav,
noise-free-sound-0022_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0022_3.wav,wav,
noise-free-sound-0022_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0022_4.wav,wav,
noise-free-sound-0022_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0022_5.wav,wav,
noise-free-sound-0022_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0022_6.wav,wav,
noise-free-sound-0022_7,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0022_7.wav,wav,
noise-free-sound-0023_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0023_0.wav,wav,
noise-free-sound-0023_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0023_1.wav,wav,
noise-free-sound-0023_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0023_2.wav,wav,
noise-free-sound-0024_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0024_0.wav,wav,
noise-free-sound-0024_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0024_1.wav,wav,
noise-free-sound-0024_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0024_2.wav,wav,
noise-free-sound-0024_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0024_3.wav,wav,
noise-free-sound-0024_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0024_4.wav,wav,
noise-free-sound-0024_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0024_5.wav,wav,
noise-free-sound-0025,2.3466875,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0025.wav,wav,
noise-free-sound-0026_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0026_0.wav,wav,
noise-free-sound-0027_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0027_0.wav,wav,
noise-free-sound-0027_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0027_1.wav,wav,
noise-free-sound-0027_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0027_2.wav,wav,
noise-free-sound-0027_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0027_3.wav,wav,
noise-free-sound-0027_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0027_4.wav,wav,
noise-free-sound-0027_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0027_5.wav,wav,
noise-free-sound-0027_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0027_6.wav,wav,
noise-free-sound-0028_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0028_0.wav,wav,
noise-free-sound-0028_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0028_1.wav,wav,
noise-free-sound-0028_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0028_2.wav,wav,
noise-free-sound-0028_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0028_3.wav,wav,
noise-free-sound-0028_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0028_4.wav,wav,
noise-free-sound-0028_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0028_5.wav,wav,
noise-free-sound-0029_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0029_0.wav,wav,
noise-free-sound-0029_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0029_1.wav,wav,
noise-free-sound-0030_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_0.wav,wav,
noise-free-sound-0030_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_1.wav,wav,
noise-free-sound-0030_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_2.wav,wav,
noise-free-sound-0030_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_3.wav,wav,
noise-free-sound-0030_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_4.wav,wav,
noise-free-sound-0030_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_5.wav,wav,
noise-free-sound-0030_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_6.wav,wav,
noise-free-sound-0030_7,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_7.wav,wav,
noise-free-sound-0030_8,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_8.wav,wav,
noise-free-sound-0030_9,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_9.wav,wav,
noise-free-sound-0030_10,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_10.wav,wav,
noise-free-sound-0030_11,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_11.wav,wav,
noise-free-sound-0030_12,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_12.wav,wav,
noise-free-sound-0030_13,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_13.wav,wav,
noise-free-sound-0030_14,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_14.wav,wav,
noise-free-sound-0030_15,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_15.wav,wav,
noise-free-sound-0030_16,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_16.wav,wav,
noise-free-sound-0030_17,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_17.wav,wav,
noise-free-sound-0030_18,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_18.wav,wav,
noise-free-sound-0030_19,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_19.wav,wav,
noise-free-sound-0030_20,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_20.wav,wav,
noise-free-sound-0030_21,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_21.wav,wav,
noise-free-sound-0030_22,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_22.wav,wav,
noise-free-sound-0030_23,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0030_23.wav,wav,
noise-free-sound-0031_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0031_0.wav,wav,
noise-free-sound-0031_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0031_1.wav,wav,
noise-free-sound-0031_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0031_2.wav,wav,
noise-free-sound-0031_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0031_3.wav,wav,
noise-free-sound-0031_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0031_4.wav,wav,
noise-free-sound-0031_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0031_5.wav,wav,
noise-free-sound-0031_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0031_6.wav,wav,
noise-free-sound-0031_7,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0031_7.wav,wav,
noise-free-sound-0031_8,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0031_8.wav,wav,
noise-free-sound-0031_9,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0031_9.wav,wav,
noise-free-sound-0031_10,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0031_10.wav,wav,
noise-free-sound-0032_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0032_0.wav,wav,
noise-free-sound-0032_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0032_1.wav,wav,
noise-free-sound-0032_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0032_2.wav,wav,
noise-free-sound-0032_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0032_3.wav,wav,
noise-free-sound-0032_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0032_4.wav,wav,
noise-free-sound-0032_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0032_5.wav,wav,
noise-free-sound-0032_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0032_6.wav,wav,
noise-free-sound-0032_7,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0032_7.wav,wav,
